"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"infer","infer","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.5.3",NA,"R (>= 3.5.0)","dplyr (>= 0.7.0), methods, tibble, rlang (>= 0.2.0), ggplot2,
magrittr, glue (>= 1.3.0), grDevices, purrr",NA,"broom, devtools (>= 1.12.0), knitr, tidyr, rmarkdown,
nycflights13, stringr, testthat, covr, vdiffr, fs",NA,"CC0",NA,NA,NA,NA,"no","4.0.2"
"ingredients","ingredients","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0",NA,"R (>= 3.5)","ggplot2, scales, gridExtra, methods",NA,"DALEX, gower, randomForest, testthat, r2d3, jsonlite, knitr,
rmarkdown, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"ini","ini","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"inline","inline","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.16",NA,"R (>= 2.4.0)","methods",NA,"Rcpp (>= 0.11.0)",NA,"LGPL",NA,NA,NA,NA,"no","4.0.2"
"insight","insight","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9.5",NA,"R (>= 3.2)","methods, stats, utils",NA,"AER, afex, aod, BayesFactor, bayestestR, betareg, BGGM,
biglm, blavaan, blme, bbmle, brms, censReg, cgam, coxme, cplm,
crch, estimatr, feisr, fixest, gam, gamm4, gamlss, gbm, gee,
geepack, GLMMadaptive, glmmTMB, gmnl, httr, lavaan, lfe,
logistf, MASS, Matrix, MCMCglmm, mlogit, multgee, lme4, mgcv,
nnet, nlme, ordinal, plm, pscl, quantreg, rms, robustbase,
robustlmm, rstanarm, rstudioapi, speedglm, splines, statmod,
survey, survival, tripack, truncreg, testthat, VGAM, knitr,
rmarkdown, spelling",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"installr","installr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.22.0",NA,"R (>= 2.14.0), stringr, utils",NA,NA,"curl, XML, htmltab, devtools, rjson, data.table, plyr,
ggplot2, sp, tools, pkgbuild",NA,"GPL-2",NA,NA,"windows",NA,"no","4.0.0"
"inum","inum","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-1",NA,"R (>= 3.3.0)","stats, libcoin (>= 1.0-0)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"ipmisc","ipmisc","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.2.0",NA,"R (>= 3.6.0)","crayon, dplyr, magrittr, rlang, rstudioapi, tibble, tidyr,
zeallot",NA,"ggplot2, knitr, rmarkdown, parameters, spelling, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"ipred","ipred","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9-9",NA,"R (>= 2.10)","rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",NA,"mvtnorm, mlbench, TH.data",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"IRanges","IRanges","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.22.2",NA,"R (>= 3.1.0), methods, utils, stats, BiocGenerics (>= 0.25.3),
S4Vectors (>= 0.25.14)","stats4","S4Vectors","XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.0"
"irlba","irlba","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.3.3",NA,"Matrix","stats, methods","Matrix",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"islasso","islasso","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.1",NA,"glmnet, Matrix, R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"ISLR","ISLR","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2",NA,"R (>= 2.10)",NA,NA,"MASS",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"isoband","isoband","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.2",NA,NA,"grid, utils","testthat","covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"ISOcodes","ISOcodes","C:/Users/John Karuitha/Documents/R/win-library/4.0","2020.03.16",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"iterators","iterators","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.12",NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.0.0"
"ivpack","ivpack","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2",NA,"AER, sandwich, lmtest",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"ivpanel","ivpanel","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0",NA,NA,"Formula",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"ivprobit","ivprobit","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,NA,"stats, methods, Formula",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"janeaustenr","janeaustenr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.5",NA,"R (>= 3.1.2)",NA,NA,"dplyr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"janitor","janitor","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.1",NA,"R (>= 3.1.2)","dplyr (>= 0.7.0), lifecycle, lubridate, magrittr, purrr,
rlang, stringi, stringr, snakecase (>= 0.9.2), tidyselect (>=
1.0.0), tidyr (>= 0.7.0)",NA,"knitr, rmarkdown, sf, testthat, tibble, tidygraph",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"Jmisc","Jmisc","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.1",NA,NA,NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"jpeg","jpeg","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-8.1",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"jsonlite","jsonlite","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7.1",NA,"methods",NA,NA,"httr, curl, plyr, testthat, knitr, rmarkdown, R.rsp, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"kableExtra","kableExtra","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2.1",NA,"R (>= 3.1.0)","knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2 (>= 1.1.1),
rvest, rmarkdown (>= 1.6.0), scales, viridisLite, stats,
grDevices, htmltools, rstudioapi, glue, tools, webshot, digest,
graphics",NA,"testthat, magick, formattable, sparkline",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"keras","keras","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.3.0.0",NA,"R (>= 3.2)","generics (>= 0.0.1), reticulate (>= 1.10), tensorflow (>=
2.0.0), tfruns (>= 1.0), magrittr, zeallot, methods, R6",NA,"ggplot2, testthat (>= 2.1.0), knitr, rmarkdown, tfdatasets,
jpeg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"kernlab","kernlab","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9-29",NA,"R (>= 2.10)","methods, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"KernSmooth","KernSmooth","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.23-17","recommended","R (>= 2.5.0), stats",NA,NA,"MASS",NA,"Unlimited",NA,NA,NA,NA,"yes","4.0.0"
"kimisc","kimisc","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4",NA,NA,"memoise, plyr, pryr",NA,"testthat (>= 0.10.0)","knitr","GPL-3",NA,NA,NA,NA,"no","4.0.2"
"knitr","knitr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.29",NA,"R (>= 3.2.3)","evaluate (>= 0.10), highr, markdown, stringr (>= 0.6), yaml
(>= 2.1.19), methods, xfun (>= 0.15), tools",NA,"formatR, testit, digest, rgl (>= 0.95.1201), codetools,
rmarkdown, htmlwidgets (>= 0.7), webshot, tikzDevice (>= 0.10),
tinytex, reticulate (>= 1.4), JuliaCall (>= 0.11.1), magick,
png, jpeg, gifski, xml2 (>= 1.2.0), httr, DBI (>= 0.4-1),
showtext, tibble, sass, ragg, styler (>= 1.2.0)",NA,"GPL",NA,NA,NA,NA,"no","4.0.1"
"kSamples","kSamples","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.2-9",NA,"SuppDists","methods, graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"labeling","labeling","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE | Unlimited",NA,NA,NA,NA,"no","4.0.0"
"Lahman","Lahman","C:/Users/John Karuitha/Documents/R/win-library/4.0","8.0-0",NA,"R (>= 3.5.0)","dplyr",NA,"lattice, ggplot2, googleVis, data.table, vcd, reshape2,
tidyr, knitr, rmarkdown, car",NA,"GPL",NA,NA,NA,NA,"no","4.0.1"
"LaplacesDemon","LaplacesDemon","C:/Users/John Karuitha/Documents/R/win-library/4.0","16.1.4",NA,"R (>= 3.0.0)","parallel, grDevices, graphics, stats, utils",NA,"KernSmooth",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"LARF","LARF","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4",NA,NA,"Formula",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"later","later","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0.1",NA,NA,"Rcpp (>= 0.12.9), rlang","Rcpp, BH","knitr, rmarkdown, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"latticeExtra","latticeExtra","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6-29",NA,"R (>= 3.6.0), lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer",NA,"maps, mapproj, deldir, tripack, quantreg, zoo, MASS, mgcv",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"lava","lava","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.6.7",NA,"R (>= 3.0)","grDevices, graphics, methods, numDeriv, stats, survival,
SQUAREM, utils",NA,"KernSmooth, Matrix, Rgraphviz, data.table, ellipse, fields,
foreach, geepack, gof (>= 0.9), graph, igraph (>= 0.6),
lava.tobit (>= 0.4.7), lme4, mets (>= 1.1), nlme, optimx,
polycor, quantreg, rgl, testthat (>= 0.11), visNetwork, zoo",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"lavaan","lavaan","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6-7",NA,"R(>= 3.4)","methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, numDeriv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"lazyeval","lazyeval","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.2",NA,"R (>= 3.1.0)",NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.0"
"ldat","ldat","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.3",NA,"R (>= 3.2.0), lvec (>= 0.2.0), stats, Rcpp","utils, methods","lvec, BH, Rcpp","testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"leaflet","leaflet","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.0.3",NA,"R (>= 3.1.0)","base64enc, crosstalk, htmlwidgets, htmltools, magrittr,
markdown, methods, png, RColorBrewer, raster, scales (>=
1.0.0), sp, stats, viridis (>= 0.5.1), leaflet.providers (>=
1.8.0)",NA,"knitr, maps, sf, shiny, rgdal, rgeos, R6, RJSONIO, purrr,
testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"leaflet.providers","leaflet.providers","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.9.0",NA,"R (>= 2.10)",NA,NA,"V8, jsonlite, testthat (>= 2.1.0)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"leaps","leaps","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.1",NA,"",NA,NA,"biglm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.0"
"LearnBayes","LearnBayes","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.15.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"learningr","learningr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.29.1",NA,"R (>= 2.10)","plyr",NA,NA,NA,"Unlimited",NA,NA,NA,NA,"no","4.0.0"
"LearningRlab","LearningRlab","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.3",NA,"magick, crayon",NA,NA,"knitr",NA,"Unlimited",NA,NA,NA,NA,"yes","4.0.0"
"learnr","learnr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.10.1",NA,NA,"utils, parallel, withr, rappdirs, rprojroot, jsonlite,
htmltools (>= 0.3.5), htmlwidgets, evaluate, knitr (>= 1.14),
markdown, shiny (>= 1.0), rmarkdown (>= 1.12.0), ellipsis (>=
0.2.0.1), checkmate, renv (>= 0.8.0)",NA,"testthat (>= 2.1.0), callr, rlang",NA,"Apache License (>= 2.0)",NA,NA,NA,NA,"no","4.0.0"
"learnrbook","learnrbook","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.1",NA,"R (>= 3.6.0)",NA,NA,"roxygen2 (>= 6.0.1), knitr (>= 1.15.1), devtools (>= 1.12.0),
rmarkdown (>= 1.5)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"lfe","lfe","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.8-5.1",NA,"R (>= 2.15.2), Matrix (>= 1.1-2)","Formula, xtable, compiler, utils, methods, sandwich, parallel",NA,"knitr, digest, igraph, plm, cubature (>= 2.0.3), numDeriv,
data.table, alpaca, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"lgr","lgr","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.4",NA,"R (>= 2.10)","R6 (>= 2.4.0)",NA,"cli, covr, crayon, data.table, DBI, desc, future,
future.apply, glue, gmailr, jsonlite, knitr, RMariaDB,
rmarkdown, rotor (>= 0.2.2), RPostgres, rprojroot, RPushbullet,
RSQLite, rsyslog, sendmailR, testthat, tibble, tools, utils,
whoami, yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"lhs","lhs","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0.2",NA,"R (>= 3.4.0)","Rcpp","Rcpp","testthat, DoE.base, knitr, rmarkdown, covr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"libcoin","libcoin","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-6",NA,"R (>= 3.4.0)","stats, mvtnorm","mvtnorm","coin",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"lifecycle","lifecycle","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.0",NA,"R (>= 3.2)","glue, rlang (>= 0.4.0)",NA,"covr, crayon, knitr, rmarkdown, testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.0"
"lime","lime","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.5.1",NA,NA,"glmnet, stats, ggplot2, tools, stringi, Matrix, Rcpp,
assertthat, htmlwidgets, shiny, shinythemes, methods,
grDevices, gower","Rcpp, RcppEigen","xgboost, testthat, mlr, h2o, text2vec, MASS, covr, knitr,
rmarkdown, sessioninfo, magick, keras, ranger",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"LinRegInteractive","LinRegInteractive","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3-3",NA,"R (>= 3.0.0), rpanel (>= 1.1-4), xtable",NA,NA,"AER, gam, mgcv, nlme",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"listenv","listenv","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.8.0",NA,"R (>= 3.1.2)",NA,NA,"R.utils, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"lme4","lme4","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-23",NA,"R (>= 3.2.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4),
statmod","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, PKPDmodels, MEMSS, testthat (>= 0.8.1),
ggplot2, mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR2,
numDeriv, car, dfoptim",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"lmerTest","lmerTest","C:/Users/John Karuitha/Documents/R/win-library/4.0","3.1-2",NA,"R (>= 3.2.5), lme4 (>= 1.1-10), stats, methods","numDeriv, MASS, ggplot2",NA,"pbkrtest (>= 0.4-3), tools",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"lmom","lmom","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.8",NA,"R (>= 3.0.0)","stats, graphics",NA,NA,NA,"Common Public License Version 1.0",NA,NA,NA,NA,"yes","4.0.0"
"lmtest","lmtest","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9-38",NA,"R (>= 3.0.0), stats, zoo","graphics",NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"logspline","logspline","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.1.16",NA,NA,"stats, graphics",NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.0.0"
"loo","loo","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.3.1",NA,"R (>= 3.1.2)","checkmate, matrixStats (>= 0.52), parallel, stats",NA,"bayesplot (>= 1.7.0), brms (>= 2.10.0), ggplot2, graphics,
knitr, rmarkdown, rstan, rstanarm (>= 2.19.0), rstantools,
spdep, testthat (>= 2.1.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"lpirfs","lpirfs","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1.9",NA,"R (>= 3.1.2)","doParallel(>= 1.0.15), dplyr(>= 1.0.0), foreach(>= 1.5.0),
ggplot2(>= 3.3.0), ggpubr(>= 0.3.0), gridExtra(>= 2.3),
lmtest(>= 0.9-36), plm(>= 2.2-3), sandwich(>= 2.5-1), Rcpp(>=
1.0.4.6)","Rcpp, RcppArmadillo","testthat, httr, readxl, knitr, rmarkdown, zoo, vars",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"lpSolve","lpSolve","C:/Users/John Karuitha/Documents/R/win-library/4.0","5.6.15",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","4.0.0"
"lpSolveAPI","lpSolveAPI","C:/Users/John Karuitha/Documents/R/win-library/4.0","5.5.2.0-17.7",NA,NA,NA,NA,NA,NA,"LGPL-2",NA,NA,NA,NA,"yes","4.0.0"
"lubridate","lubridate","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.7.9",NA,"methods, R (>= 3.2)","generics, Rcpp (>= 0.12.13)","Rcpp","covr, knitr, testthat (>= 2.1.0), vctrs (>= 0.3.0)","chron, timeDate, tis, zoo","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.1"
"lvec","lvec","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.2.2",NA,"stats, R (>= 3.0.0)","Rcpp","BH, Rcpp","testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"magic","magic","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5-9",NA,"R (>= 2.10), abind",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.0"
"magick","magick","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.4.0",NA,NA,"Rcpp (>= 0.12.12), magrittr, curl","Rcpp","av (>= 0.3), spelling, jsonlite, methods, knitr, rmarkdown,
rsvg, webp, pdftools, ggplot2, gapminder, IRdisplay, tesseract
(>= 2.0), gifski",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.1"
"magrittr","magrittr","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.5",NA,NA,NA,NA,"testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"manipulateWidget","manipulateWidget","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.10.1",NA,NA,"shiny (>= 1.0.3), miniUI, htmltools, htmlwidgets, knitr,
methods, tools, base64enc, grDevices, codetools, webshot",NA,"dygraphs, leaflet, plotly, xts, rmarkdown, testthat, covr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"maptools","maptools","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-2",NA,"R (>= 2.10), sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices",NA,"rgeos (>= 0.1-8), spatstat (>= 1.60), PBSmapping, maps,
RColorBrewer, raster, polyclip, spatstat.utils, plotrix","gpclib","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"margins","margins","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.3.23",NA,NA,"utils, stats, prediction (>= 0.3.6), data.table, graphics,
grDevices, MASS",NA,"methods, knitr, rmarkdown, testthat, ggplot2, gapminder,
sandwich, stargazer, lme4","AER, betareg, nnet, ordinal, survey","MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"markdown","markdown","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1",NA,"R (>= 2.11.1)","utils, xfun, mime (>= 0.3)",NA,"knitr, RCurl",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.0"
"MASS","MASS","C:/Users/John Karuitha/Documents/R/win-library/4.0","7.3-53","recommended","R (>= 3.1.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"matchingMarkets","matchingMarkets","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-2",NA,"R (>= 3.0.2)","Rcpp (>= 0.12.12), RcppProgress (>= 0.2), rJava, lpSolve,
lattice, partitions, parallel, stats, utils","Rcpp, RcppProgress, RcppArmadillo","knitr, ggplot2, grDevices, graphics",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"matrixcalc","matrixcalc","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-3",NA,"R (>= 2.0.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.0.0"
"MatrixModels","MatrixModels","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.4-1",NA,"R (>= 3.0.1)","stats, methods, Matrix (>= 1.1-5)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.0"
"matrixStats","matrixStats","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.56.0",NA,"R (>= 2.12.0)",NA,NA,"base64enc, ggplot2, knitr, microbenchmark, R.devices, R.rsp",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.0"
"maxLik","maxLik","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-4",NA,"R (>= 2.4.0), miscTools (>= 0.6-8), methods","sandwich",NA,"testthat, MASS, clue, dlm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"mc2d","mc2d","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.1-18",NA,"R (>= 2.10.0), mvtnorm","stats, grDevices, graphics, utils",NA,"fitdistrplus, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"mclust","mclust","C:/Users/John Karuitha/Documents/R/win-library/4.0","5.4.6",NA,"R (>= 3.0)","stats, utils, graphics, grDevices",NA,"knitr (>= 1.12), rmarkdown (>= 0.9), mix (>= 1.0), geometry
(>= 0.3-6), MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"mcmc","mcmc","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.9-7",NA,"R (>= 3.0.2)","stats",NA,"xtable, Iso",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"MCMCpack","MCMCpack","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-9",NA,"R (>= 3.6), coda (>= 0.11-3), MASS, stats","graphics, grDevices, lattice, methods, utils, mcmc, quantreg",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"mcmcse","mcmcse","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-1",NA,NA,"utils, ellipse, Rcpp (>= 0.12.10)","Rcpp, RcppArmadillo","mAr, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"Mcomp","Mcomp","C:/Users/John Karuitha/Documents/R/win-library/4.0","2.8",NA,"R (>= 2.10), forecast (>= 8.0)","ggplot2",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"MCPAN","MCPAN","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1-21",NA,NA,"mvtnorm, multcomp, graphics, stats, magic, MCMCpack, plyr",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"mcprofile","mcprofile","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.0-0",NA,"R (>= 3.1.0), ggplot2","quadprog, mvtnorm, splines",NA,"knitr, multcomp, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"meboot","meboot","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.4-8",NA,"R (>= 3.0.0), dynlm, nlme, tdigest",NA,NA,"boot, car, ConvergenceConcepts, geepack, lmtest, strucchange,
plm, zoo",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"memoise","memoise","C:/Users/John Karuitha/Documents/R/win-library/4.0","1.1.0",NA,NA,"digest (>= 0.6.3)",NA,"testthat, aws.s3, httr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.0"
"metaBMA","metaBMA","C:/Users/John Karuitha/Documents/R/win-library/4.0","0.6.3",NA,"R (>= 3.4.0), Rcpp (>= 1.0.0), methods","mvtnorm, logspline, coda, LaplacesDemon, rstan (>= 2.18.1),
rstantools (>= 1.5.1), bridgesampling","BH (>= 1.69.0-1), Rcpp (>= 1.0.0), RcppEigen (>= 0.3.3.5.0),
rstan (>= 2.18.1), StanHeaders (>= 2.18.0)","testthat, knitr",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
